"","ITS2.type.profile.UID","Clade","Majority.ITS2.sequence","Associated.species","ITS2.profile.abundance.local","ITS2.profile.abundance.DB","ITS2.type.profile","Sequence.accession...SymPortal.UID","Average.defining.sequence.proportions.and..stdev."
"280",2000820,"C","C1/C3","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",46,163,"C1/C3-C3de-C3bb-C21ae-C1c-C3an-C21-C3s-C3dk","2/32-2554-982-38767-41-1354-308-38269-71161","0.307[0.122]/0.256[0.079]-0.093[0.032]-0.070[0.023]-0.059[0.022]-0.054[0.030]-0.052[0.024]-0.052[0.021]-0.033[0.011]-0.023[0.008]"
"281",1999104,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",12,146,"C3/C3bb-C3de-C21ae-C3s-C3an-C21-C3dk","32-2554-38767-982-1354-38269-71161-41","0.346[0.045]-0.195[0.023]-0.119[0.016]-0.118[0.015]-0.064[0.008]-0.062[0.009]-0.051[0.008]-0.045[0.007]"
"282",2000776,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",6,27,"C3/C3de-C3bb-C21ae-C1-C3an-C21-C3s-C3dk","32-2554-982-38767-41-1354-38269-71161-2","0.332[0.018]-0.153[0.049]-0.122[0.016]-0.102[0.032]-0.077[0.072]-0.075[0.019]-0.062[0.009]-0.042[0.018]-0.036[0.016]"
"283",2003449,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",6,3310,"C1/C3-C1c-C1b-C72k-C1al-C1w","2-308-4-32-835-828-833","0.747[0.021]-0.127[0.019]-0.038[0.007]-0.035[0.022]-0.031[0.003]-0.012[0.002]-0.009[0.001]"
"284",1997075,"C","C21/C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",4,23,"C3an/C3/C21/C3bb-C21by-C3s-C3de","41/32-1354-982-71431-38269-2554","0.287[0.017]/0.249[0.038]-0.180[0.040]-0.144[0.013]-0.064[0.007]-0.062[0.009]-0.014[0.004]"
"285",2001072,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",3,6,"C3-C3de-C21","32-2554-41","0.536[0.030]-0.256[0.099]-0.208[0.129]"
"286",1997074,"C","C3/C3cd","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",3,19,"C3/C3cd-C3de-C3dn-C3bb-C21ae-C3an-C3s","32/53704-982-2554-71427-1354-38767-38269","0.321[0.061]/0.264[0.191]-0.101[0.043]-0.081[0.051]-0.074[0.049]-0.060[0.038]-0.051[0.040]-0.047[0.023]"
"287",2000185,"C","C7","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare",3,56,"C7/C1","3332-2","0.909[0.033]-0.091[0.033]"
"288",2003504,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",2,218,"C1/C3-C1c-C1b-C72k-C3ju","2-32-308-4-835-834","0.677[0.057]-0.152[0.069]-0.106[0.004]-0.031[0.001]-0.022[0.003]-0.013[0.006]"
"289",2001099,"C","C21","None",2,89,"C21/C3an","41-1354","0.645[0.005]-0.355[0.005]"
"290",1997826,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,834,"C1-C1b-C1c-C42.2-C1bh-C1br-C3-C1cb","2-32-308-4-1-831-848-832","0.428[nan]-0.351[nan]-0.078[nan]-0.057[nan]-0.031[nan]-0.021[nan]-0.019[nan]-0.015[nan]"
"291",1999399,"C","C21","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare",1,27,"C1/C21-C1c","41-2-308","0.532[nan]-0.393[nan]-0.074[nan]"
"292",2000966,"C","C3cd","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,3,"C3cd-C3-C3dn-C3bb","53704-32-71427-982","0.530[nan]-0.276[nan]-0.179[nan]-0.015[nan]"
"293",1999017,"C","C21","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare",1,284,"C21/C1","41-2","0.523[nan]-0.477[nan]"
"294",1996985,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,18,"C3-C1-C6a-C3y","32-2-4676-2414","0.729[nan]-0.154[nan]-0.071[nan]-0.046[nan]"
"295",1998061,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare",1,2402,"C1-C1c-C1b-C42.2-C1bh-C72k-C1br-C1cb","2-308-4-835-1-831-848-832","0.731[nan]-0.142[nan]-0.050[nan]-0.028[nan]-0.022[nan]-0.011[nan]-0.010[nan]-0.008[nan]"
"296",2001162,"C","C21","None",1,80,"C21","41","1.000[nan]"
"297",1997068,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,21,"C3/C3dm-C3de-C3bb-C3cd-C21ae-C3an-C3s-C3dk","32-2554-982-38767-53704-1354-38269-71161-71399","0.341[nan]-0.190[nan]-0.118[nan]-0.099[nan]-0.069[nan]-0.065[nan]-0.052[nan]-0.048[nan]-0.019[nan]"
"298",1997070,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,21,"C3-C3de-C3bb-C21ae-C3an-C3cd-C3s-C3dk","32-2554-38767-982-53704-1354-71161-38269","0.421[nan]-0.145[nan]-0.119[nan]-0.087[nan]-0.065[nan]-0.059[nan]-0.054[nan]-0.050[nan]"
"299",1997073,"C","C3dm","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,1,"C3dm-C3-C3cd-C3de","71399-32-53704-2554","0.511[nan]-0.259[nan]-0.210[nan]-0.019[nan]"
"300",2001177,"C","C7","None",1,33,"C7","3332","1.000[nan]"
"301",2001208,"C","C7f","None",1,3,"C7f","370253","1.000[nan]"
"302",1997690,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,91,"C3fe/C3-C3fg-C3b-C3ag-C21-C3lr","32-891930-891931-80-41-20948-8520","0.352[nan]-0.297[nan]-0.177[nan]-0.066[nan]-0.053[nan]-0.027[nan]-0.027[nan]"
"303",2000770,"C","C21","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,3,"C3an/C21-C3-C3bb-C21by-C3s","41-32-1354-982-71431-38269","0.267[nan]-0.234[nan]-0.226[nan]-0.144[nan]-0.074[nan]-0.055[nan]"
"304",2000772,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,2,"C1-C1c-C3-C3de-C21ae-C3bb-C3an","2-308-32-38767-2554-1354-982","0.753[nan]-0.085[nan]-0.075[nan]-0.038[nan]-0.022[nan]-0.020[nan]-0.007[nan]"
"305",2000817,"C","C3","Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,14,"C3-C6a-C3y-C23b-C3afp","32-4676-2414-2402-22192","0.805[nan]-0.101[nan]-0.056[nan]-0.019[nan]-0.019[nan]"
"306",2000818,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,4,"C1/C3-C1c-C3de-C3bb-C21ae-C21-C3an","2-32-308-2554-982-1354-41-38767","0.593[nan]-0.122[nan]-0.115[nan]-0.059[nan]-0.048[nan]-0.026[nan]-0.019[nan]-0.019[nan]"
"307",2000822,"C","C1","Cladocopium goreaui,Cladocopium latusorum,Cladocopium pacificum,Cladocopium proliferum,Cladocopium vulgare,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum,Cladocopium madreporum,Cladocopium patulum,Cladocopium sodalum,Cladocopium thermophilum",1,15,"C3/C1-C1c-C21-C3an-C3bb","2-32-308-1354-41-982","0.614[nan]-0.178[nan]-0.128[nan]-0.032[nan]-0.026[nan]-0.021[nan]"
"308",2001749,"D","D1","Durusdinium trenchii,Durusdinium glynnii,Durusdinium trenchii",1,1347,"D1/D4/D2-D4c-D1c-D1h","853-854-1730-2308-855-1752","0.652[nan]-0.199[nan]-0.079[nan]-0.040[nan]-0.023[nan]-0.007[nan]"
"309",2001788,"D","D1","Durusdinium trenchii,Durusdinium glynnii,Durusdinium trenchii",1,120,"D1-D4-D4c-D2-D1c-D17d","853-854-1730-2308-855-2582","0.606[nan]-0.236[nan]-0.080[nan]-0.043[nan]-0.022[nan]-0.014[nan]"
"310",2003378,"D","D1","Durusdinium trenchii,Durusdinium glynnii,Durusdinium trenchii",1,123,"D1-D4-D4c-D1c-D2-D1k-D17d","853-854-1730-855-12730-2308-2582","0.686[nan]-0.134[nan]-0.077[nan]-0.069[nan]-0.016[nan]-0.009[nan]-0.009[nan]"
"311",2002424,"D","D1","Durusdinium trenchii,Durusdinium glynnii,Durusdinium trenchii",1,630,"D1-D4-D4c-D17d-D1c-D1r-D17c-D17e-D17j","853-854-1730-2582-2308-944-2587-1759-1768","0.538[nan]-0.199[nan]-0.071[nan]-0.054[nan]-0.039[nan]-0.032[nan]-0.029[nan]-0.020[nan]-0.017[nan]"
"312",2003170,"G","G3b","None",2,3,"G3b-G3al-G3ay","56961-1337491-1337492","0.494[0.095]-0.314[0.070]-0.192[0.025]"
"313",2021972,"A","A4/A3","Symbiodinium natans,Symbiodinium tridacnidorum",11,24,"A4/A3-A4a-A4fo-A4fe","29206/22385-40166-136549-318716","0.458[0.198]/0.377[0.268]-0.094[0.049]-0.046[0.037]-0.025[0.035]"
"314",2021979,"A","A3/A4","Symbiodinium natans,Symbiodinium tridacnidorum",10,21,"A3/A4-A4a-A4d-A4av-A4fe","22385/29206-40166-29900-40178-318716","0.381[0.200]/0.356[0.141]-0.146[0.056]-0.051[0.024]-0.034[0.028]-0.032[0.018]"
"315",2021949,"A","A3/A4/A4a","Symbiodinium natans,Symbiodinium tridacnidorum",8,22,"A3/A4a/A4-A4d-A4av","22385/29206/40166-29900-40178","0.517[0.340]/0.207[0.133]/0.175[0.145]-0.060[0.068]-0.041[0.047]"
"316",2021944,"A","A4","None",7,14,"A4-A4a-A4fl","29206-40166-30201","0.756[0.075]-0.210[0.063]-0.034[0.013]"
"317",2021947,"A","A3/A4","Symbiodinium natans,Symbiodinium tridacnidorum",7,25,"A3/A4-A4a-A4fe","22385/29206-40166-318716","0.459[0.301]/0.420[0.232]-0.107[0.081]-0.014[0.014]"
"318",2021941,"A","A4","None",5,12,"A4-A4fq-A4bk-A4fp-A4au-A4fr","29206-6483646-29353-37992-3105550-1955006","0.738[0.039]-0.095[0.024]-0.052[0.020]-0.040[0.016]-0.039[0.007]-0.037[0.013]"
"319",2021950,"A","A3/A4/A13","Symbiodinium natans,Symbiodinium tridacnidorum,Symbiodinium necroappetens",5,36,"A3/A4/A13-A4a","22385/29206/8181-40166","0.390[0.263]/0.324[0.254]/0.183[0.322]-0.103[0.068]"
"320",2021946,"A","A4a","None",4,14,"A4a-A4-A4d-A4av","40166-29206-29900-40178","0.448[0.016]-0.244[0.014]-0.191[0.022]-0.117[0.016]"
"321",2022124,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",4,242,"A3","22385","1.000[0.000]"
"322",2022158,"A","A4z","None",4,11,"A4z","29923","1.000[0.000]"
"323",2021943,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",3,29,"A3-A3ah-A3ga","22385-36733-6483645","0.943[0.003]-0.038[0.002]-0.019[0.004]"
"324",2021973,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum,Symbiodinium necroappetens",3,23,"A3/A4/A4a/A13-A4d-A4av","22385-29206-40166-8181-29900-40178","0.597[0.068]-0.188[0.044]-0.116[0.050]-0.046[0.045]-0.031[0.005]-0.022[0.013]"
"325",2029844,"A","A4/A4a","Symbiodinium natans,Symbiodinium tridacnidorum",3,15,"A4/A4a/A3","29206/40166-22385","0.526[0.108]/0.382[0.123]-0.092[0.076]"
"326",2021952,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",2,5,"A3-A3gc-A3gb-A3ay","22385-22428-50864-363568","0.860[0.014]-0.048[0.004]-0.047[0.008]-0.045[0.002]"
"327",2021967,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum,Symbiodinium necroappetens",2,14,"A3/A4/A13-A4a-A4d","22385-29206-40166-8181-29900","0.464[0.128]-0.324[0.054]-0.138[0.061]-0.051[0.002]-0.024[0.011]"
"328",2021971,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",2,3,"A3-A4-A4a-A4fo","22385-29206-40166-136549","0.723[0.001]-0.171[0.012]-0.073[0.001]-0.033[0.013]"
"329",2029752,"A","A3/A4a","Symbiodinium natans,Symbiodinium tridacnidorum",2,9,"A3/A4a-A4-A3ah-A3m","22385/40166-29206-36733-363106","0.416[0.334]-0.333[0.068]/0.223[0.285]-0.016[0.011]-0.011[0.008]"
"330",2022075,"A","A4","None",2,7,"A4-A4fo-A4fe","29206-136549-318716","0.513[0.001]-0.428[0.004]-0.059[0.003]"
"331",2029845,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",2,28,"A3-A4-A4a","22385-29206-40166","0.833[0.184]-0.142[0.161]-0.026[0.022]"
"332",2021675,"A","A3bb","None",2,414,"A3bb/A3bt","22415-33881","0.604[0.042]-0.396[0.042]"
"333",2021792,"A","A4","None",2,22,"A4/A4a-A4au","29206-40166-37992","0.741[0.100]-0.241[0.102]-0.018[0.002]"
"334",2021426,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",1,3,"A3-A3ah-A3m","22385-363106-36733","0.924[nan]-0.047[nan]-0.029[nan]"
"335",2021948,"A","A4","None",1,5,"A4-A4a-A4d","29206-40166-29900","0.522[nan]-0.309[nan]-0.169[nan]"
"336",2021953,"A","A4","None",1,6,"A4-A4fe-A4au-A4bk-A4fm","29206-318716-6483651-37992-29353","0.785[nan]-0.159[nan]-0.034[nan]-0.016[nan]-0.006[nan]"
"337",2021954,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",1,13,"A3/A4-A4a-A4d","22385-29206-40166-29900","0.461[nan]-0.355[nan]-0.168[nan]-0.017[nan]"
"338",2021968,"A","A4","Symbiodinium natans,Symbiodinium tridacnidorum",1,10,"A3/A4-A4fe-A4fo","29206-318716-136549-22385","0.681[nan]-0.186[nan]-0.075[nan]-0.057[nan]"
"339",2021974,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",1,7,"A3-A3gc","22385-22428","0.969[nan]-0.031[nan]"
"340",2021982,"A","A4","None",1,4,"A4-A4fe","29206-318716","0.777[nan]-0.223[nan]"
"341",2022047,"A","A4","None",1,2,"A4-A4fe-A4bk-A4ft","29206-318716-29353-6483689","0.583[nan]-0.239[nan]-0.099[nan]-0.079[nan]"
"342",2021574,"A","A4","None",1,9,"A4-A4a-A4bf","29206-40166-50495","0.673[nan]-0.312[nan]-0.016[nan]"
"343",2022139,"A","A4a","None",1,15,"A4a","40166","1.000[nan]"
"344",2021262,"A","A4","None",1,8,"A4a/A4-A4by","29206-40166-71557","0.493[nan]-0.375[nan]-0.132[nan]"
"345",2021274,"A","A3","Symbiodinium natans,Symbiodinium tridacnidorum",1,63,"A3-A3m","22385-363106","0.957[nan]-0.043[nan]"
"346",2021821,"A","A13","Symbiodinium necroappetens",1,16,"A13-A1py-A1px","8181-1913826-1913827","0.982[nan]-0.010[nan]-0.009[nan]"
"347",2022995,"B","B1/B5","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",11,18,"B1/B5-B14d-B1jp","4946/29665-693411-31037","0.480[0.240]/0.334[0.268]-0.115[0.060]-0.071[0.043]"
"348",2022940,"B","B17/B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",10,10,"B17/B1-B14d","62773/4946-693411","0.457[0.203]/0.437[0.222]-0.106[0.084]"
"349",2023136,"B","B17","None",6,7,"B17","62773","1.000[0.000]"
"350",2022942,"B","B5/B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",5,7,"B1/B5-B14d","29665/4946-693411","0.492[0.275]/0.407[0.284]-0.101[0.039]"
"351",2022908,"B","B14d/B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",5,50,"B1/B14d-B1jp-B1jn-B1jo-B1co-B1jq","693411/4946-31037-697953-2533813-6483635-30454","0.460[0.166]/0.261[0.185]-0.136[0.033]-0.059[0.010]-0.042[0.018]-0.023[0.008]-0.019[0.005]"
"352",2023050,"B","B5","None",4,49,"B5","29665","1.000[0.000]"
"353",2023123,"B","B1ib","None",4,10,"B1ib","1160377","1.000[0.000]"
"354",2022905,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",4,10,"B1-B14d-B1jp","4946-693411-31037","0.820[0.087]-0.120[0.082]-0.061[0.043]"
"355",2022933,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",3,8,"B1-B1jp-B1az-B1gz-B1jn","4946-31037-89135-697953-89610","0.655[0.007]-0.202[0.012]-0.067[0.012]-0.040[0.006]-0.036[0.005]"
"356",2022941,"B","B1/B5","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",3,6,"B1/B5-B1jy-B1jp-B5ci","4946/29665-698020-31037-43614","0.490[0.095]/0.247[0.155]-0.142[0.061]-0.081[0.026]-0.040[0.003]"
"357",2022805,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",3,13,"B1/B14d","4946-693411","0.933[0.047]-0.067[0.047]"
"358",2022361,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",3,57,"B1/B5","4946-29665","0.665[0.075]-0.335[0.075]"
"359",2022910,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",3,6,"B1-B14d-B1jp-B1jn","4946-693411-31037-697953","0.731[0.040]-0.129[0.032]-0.094[0.041]-0.046[0.009]"
"360",2022939,"B","B5","None",2,13,"B5-B5ay-B1io-B1in","29665-37591-37592-37590","0.745[0.049]-0.122[0.024]-0.083[0.015]-0.050[0.011]"
"361",2023032,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",2,52,"B1/B19","4946-37844","0.727[0.224]-0.273[0.224]"
"362",2023056,"B","B19","None",2,24,"B19","37844","1.000[0.000]"
"363",2023101,"B","B11","None",2,7,"B11","62770","1.000[0.000]"
"364",2022904,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",2,18,"B1/B14d-B1jp-B1jn-B1jo-B1jx-B1co","4946-693411-31037-697953-2533813-30454-6483639","0.421[0.204]-0.223[0.051]-0.157[0.046]-0.066[0.049]-0.054[0.033]-0.043[0.008]-0.037[0.017]"
"365",2022876,"B","B5","None",2,5,"B5-B5ci","29665-43614","0.690[0.034]-0.310[0.034]"
"366",2022906,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",2,2,"B1-B1jp-B14d-B1jn-B1jo-B1co","4946-31037-693411-697953-2533813-30454","0.555[0.074]-0.188[0.081]-0.132[0.013]-0.058[0.016]-0.043[0.016]-0.023[0.012]"
"367",2022416,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,6,"B1-B1as","4946-25829","0.740[nan]-0.260[nan]"
"368",2022928,"B","B1jy","None",1,9,"B1jy/B5-B5ci-B1ka","698020-29665-43614-38226","0.397[nan]-0.392[nan]-0.158[nan]-0.053[nan]"
"369",2022931,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,8,"B1-B1jp-B1az","4946-89135-31037","0.950[nan]-0.028[nan]-0.022[nan]"
